HIV.1_Prot_Name	Human_GeneId	Keywords	evidence.number
Envelope surface glycoprotein gp160, precursor	57733	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	64167	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	64222	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	64374	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	64377	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	64399	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	64746	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	64755	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	66005	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	79400	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	79573	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	79694	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	80267	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	81542	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	81567	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	81929	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	83539	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	84790	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	85450	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	114882	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	115908	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	121457	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	126129	palmitoylated by(1)	1
Envelope surface glycoprotein gp160, precursor	146664	processed by(1)	1
Envelope surface glycoprotein gp160, precursor	163590	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	203068	interacts with(1)	1
Envelope surface glycoprotein gp160, precursor	375056	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	174	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	213	binds(1)	1
Envelope transmembrane glycoprotein gp41	302	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	389	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	801	binds(1)	1
Envelope transmembrane glycoprotein gp41	805	binds(1)	1
Envelope transmembrane glycoprotein gp41	808	binds(1)	1
Envelope transmembrane glycoprotein gp41	925	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1232	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1237	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1327	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1340	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1495	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1496	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1667	binds(1)	1
Envelope transmembrane glycoprotein gp41	1678	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1785	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1803	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	1991	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	2335	binds(1)	1
Envelope transmembrane glycoprotein gp41	2548	processed by(1)	1
Envelope transmembrane glycoprotein gp41	2595	processed by(1)	1
Envelope transmembrane glycoprotein gp41	2923	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	3107	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	3329	binds(1)	1
Envelope transmembrane glycoprotein gp41	3458	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	3553	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	3569	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	3676	complexes with(1)	1
Envelope transmembrane glycoprotein gp41	3695	complexes with(1)	1
Envelope transmembrane glycoprotein gp41	3916	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	4121	processed by(1)	1
Envelope transmembrane glycoprotein gp41	4122	processed by(1)	1
Envelope transmembrane glycoprotein gp41	4123	processed by(1)	1
Envelope transmembrane glycoprotein gp41	4124	processed by(1)	1
Envelope transmembrane glycoprotein gp41	4125	processed by(1)	1
Envelope transmembrane glycoprotein gp41	4126	processed by(1)	1
Envelope transmembrane glycoprotein gp41	4247	processed by(1)	1
Envelope transmembrane glycoprotein gp41	4707	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	5023	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	5027	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	5199	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	5245	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	5357	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	5589	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	6400	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	6441	binds(1)	1
Envelope transmembrane glycoprotein gp41	6836	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	6885	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	7047	modified by(1)	1
Envelope transmembrane glycoprotein gp41	7051	modified by(1)	1
Envelope transmembrane glycoprotein gp41	7052	modified by(1)	1
Envelope transmembrane glycoprotein gp41	7053	modified by(1)	1
Envelope transmembrane glycoprotein gp41	7095	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	7096	binds(1)	1
Envelope transmembrane glycoprotein gp41	7415	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	7416	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	7417	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	7419	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	7841	processed by(1)	1
Envelope transmembrane glycoprotein gp41	8519	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	9138	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	9185	binds(1)	1
Envelope transmembrane glycoprotein gp41	9218	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	9333	modified by(1)	1
Envelope transmembrane glycoprotein gp41	9377	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	9730	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	9789	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10134	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10211	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10410	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10452	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10549	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10567	binds(1)	1
Envelope transmembrane glycoprotein gp41	10572	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10581	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10615	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10857	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10905	processed by(1)	1
Envelope transmembrane glycoprotein gp41	10947	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10960	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	10970	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	11079	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	11253	processed by(1)	1
Envelope transmembrane glycoprotein gp41	11282	processed by(1)	1
Envelope transmembrane glycoprotein gp41	11320	processed by(1)	1
Envelope transmembrane glycoprotein gp41	11331	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	23052	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	23065	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	23193	processed by(1)	1
Envelope transmembrane glycoprotein gp41	23324	processed by(1)	1
Envelope transmembrane glycoprotein gp41	23443	processed by(1)	1
Envelope transmembrane glycoprotein gp41	25834	processed by(1)	1
Envelope transmembrane glycoprotein gp41	26270	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	26517	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	26521	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	26762	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	27248	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	29119	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	29924	binds(1)	1
Envelope transmembrane glycoprotein gp41	30968	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	51495	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	55151	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	55737	binds(1)	1
Envelope transmembrane glycoprotein gp41	55768	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	55904	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	56886	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	57134	processed by(1)	1
Envelope transmembrane glycoprotein gp41	57704	processed by(1)	1
Envelope transmembrane glycoprotein gp41	57733	processed by(1)	1
Envelope transmembrane glycoprotein gp41	60559	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	81567	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	90231	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	93380	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	114548	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	116179	modified by(1)	1
Envelope transmembrane glycoprotein gp41	143187	interacts with(1)	1
Envelope transmembrane glycoprotein gp41	146664	processed by(1)	1
Envelope transmembrane glycoprotein gp41	343641	modified by(1)	1
Gag-Pol	47	complexes with(1)	1
Gag-Pol	60	complexes with(1)	1
Gag-Pol	103	complexes with(1)	1
Gag-Pol	292	complexes with(1)	1
Gag-Pol	378	complexes with(1)	1
Gag-Pol	381	complexes with(1)	1
Gag-Pol	382	complexes with(1)	1
Gag-Pol	400	complexes with(1)	1
Gag-Pol	476	complexes with(1)	1
Gag-Pol	498	complexes with(1)	1
Gag-Pol	509	complexes with(1)	1
Gag-Pol	539	complexes with(1)	1
Gag-Pol	790	complexes with(1)	1
Gag-Pol	821	complexes with(1)	1
Gag-Pol	871	complexes with(1)	1
Gag-Pol	988	complexes with(1)	1
Gag-Pol	1173	complexes with(1)	1
Gag-Pol	1176	complexes with(1)	1
Gag-Pol	1213	complexes with(1)	1
Gag-Pol	1314	complexes with(1)	1
Gag-Pol	1615	complexes with(1)	1
Gag-Pol	1650	complexes with(1)	1
Gag-Pol	1653	complexes with(1)	1
Gag-Pol	1654	complexes with(1)	1
Gag-Pol	1655	complexes with(1)	1
Gag-Pol	1660	complexes with(1)	1
Gag-Pol	1665	complexes with(1)	1
Gag-Pol	1717	complexes with(1)	1
Gag-Pol	1785	complexes with(1)	1
Gag-Pol	1915	complexes with(1)	1
Gag-Pol	1936	complexes with(1)	1
Gag-Pol	1937	complexes with(1)	1
Gag-Pol	1973	complexes with(1)	1
Gag-Pol	1994	complexes with(1)	1
Gag-Pol	2023	complexes with(1)	1
Gag-Pol	2058	complexes with(1)	1
Gag-Pol	2109	complexes with(1)	1
Gag-Pol	2181	complexes with(1)	1
Gag-Pol	2194	complexes with(1)	1
Gag-Pol	2316	complexes with(1)	1
Gag-Pol	3178	complexes with(1)	1
Gag-Pol	3181	complexes with(1)	1
Gag-Pol	3182	complexes with(1)	1
Gag-Pol	3183	complexes with(1)	1
Gag-Pol	3184	complexes with(1)	1
Gag-Pol	3185	complexes with(1)	1
Gag-Pol	3187	complexes with(1)	1
Gag-Pol	3188	complexes with(1)	1
Gag-Pol	3189	complexes with(1)	1
Gag-Pol	3190	complexes with(1)	1
Gag-Pol	3192	complexes with(1)	1
Gag-Pol	3295	complexes with(1)	1
Gag-Pol	3303	complexes with(1)	1
Gag-Pol	3304	complexes with(1)	1
Gag-Pol	3305	complexes with(1)	1
Gag-Pol	3309	complexes with(1)	1
Gag-Pol	3312	complexes with(1)	1
Gag-Pol	3313	complexes with(1)	1
Gag-Pol	3329	complexes with(1)	1
Gag-Pol	3376	complexes with(1)	1
Gag-Pol	3419	complexes with(1)	1
Gag-Pol	3608	complexes with(1)	1
Gag-Pol	3609	complexes with(1)	1
Gag-Pol	3646	complexes with(1)	1
Gag-Pol	3735	associates with(1)	1
Gag-Pol	3837	complexes with(1)	1
Gag-Pol	3939	complexes with(1)	1
Gag-Pol	3945	complexes with(1)	1
Gag-Pol	4069	complexes with(1)	1
Gag-Pol	4076	complexes with(1)	1
Gag-Pol	4176	complexes with(1)	1
Gag-Pol	4218	complexes with(1)	1
Gag-Pol	4343	complexes with(1)	1
Gag-Pol	4670	complexes with(1)	1
Gag-Pol	4691	complexes with(1)	1
Gag-Pol	4733	complexes with(1)	1
Gag-Pol	4841	complexes with(1)	1
Gag-Pol	4869	complexes with(1)	1
Gag-Pol	4904	complexes with(1)	1
Gag-Pol	4905	complexes with(1)	1
Gag-Pol	4942	complexes with(1)	1
Gag-Pol	5093	complexes with(1)	1
Gag-Pol	5162	complexes with(1)	1
Gag-Pol	5245	complexes with(1)	1
Gag-Pol	5315	complexes with(1)	1
Gag-Pol	5358	complexes with(1)	1
Gag-Pol	5591	complexes with(1)	1
Gag-Pol	5706	complexes with(1)	1
Gag-Pol	5708	complexes with(1)	1
Gag-Pol	5832	complexes with(1)	1
Gag-Pol	5836	complexes with(1)	1
Gag-Pol	5878	complexes with(1)	1
Gag-Pol	5901	complexes with(1)	1
Gag-Pol	5976	complexes with(1)	1
Gag-Pol	6122	complexes with(1)	1
Gag-Pol	6124	complexes with(1)	1
Gag-Pol	6125	complexes with(1)	1
Gag-Pol	6128	complexes with(1)	1
Gag-Pol	6129	complexes with(1)	1
Gag-Pol	6130	complexes with(1)	1
Gag-Pol	6132	complexes with(1)	1
Gag-Pol	6133	complexes with(1)	1
Gag-Pol	6134	complexes with(1)	1
Gag-Pol	6137	complexes with(1)	1
Gag-Pol	6139	complexes with(1)	1
Gag-Pol	6141	complexes with(1)	1
Gag-Pol	6143	complexes with(1)	1
Gag-Pol	6152	complexes with(1)	1
Gag-Pol	6159	complexes with(1)	1
Gag-Pol	6175	complexes with(1)	1
Gag-Pol	6184	complexes with(1)	1
Gag-Pol	6187	complexes with(1)	1
Gag-Pol	6188	complexes with(1)	1
Gag-Pol	6191	complexes with(1)	1
Gag-Pol	6194	complexes with(1)	1
Gag-Pol	6202	complexes with(1)	1
Gag-Pol	6203	complexes with(1)	1
Gag-Pol	6294	complexes with(1)	1
Gag-Pol	6421	complexes with(1)	1
Gag-Pol	6426	complexes with(1)	1
Gag-Pol	6429	complexes with(1)	1
Gag-Pol	6432	complexes with(1)	1
Gag-Pol	6709	complexes with(1)	1
Gag-Pol	6730	complexes with(1)	1
Gag-Pol	6731	complexes with(1)	1
Gag-Pol	6780	complexes with(1)	1
Gag-Pol	6895	interacts with(1)	1
Gag-Pol	6950	complexes with(1)	1
Gag-Pol	7277	complexes with(1)	1
Gag-Pol	7431	complexes with(1)	1
Gag-Pol	7841	complexes with(1)	1
Gag-Pol	7846	complexes with(1)	1
Gag-Pol	7919	complexes with(1)	1
Gag-Pol	8106	complexes with(1)	1
Gag-Pol	8243	complexes with(1)	1
Gag-Pol	8402	complexes with(1)	1
Gag-Pol	8570	complexes with(1)	1
Gag-Pol	8661	complexes with(1)	1
Gag-Pol	8664	complexes with(1)	1
Gag-Pol	8761	complexes with(1)	1
Gag-Pol	8826	complexes with(1)	1
Gag-Pol	8895	complexes with(1)	1
Gag-Pol	8943	complexes with(1)	1
Gag-Pol	9045	complexes with(1)	1
Gag-Pol	9092	complexes with(1)	1
Gag-Pol	9114	complexes with(1)	1
Gag-Pol	9118	complexes with(1)	1
Gag-Pol	9131	complexes with(1)	1
Gag-Pol	9188	complexes with(1)	1
Gag-Pol	9416	complexes with(1)	1
Gag-Pol	9588	complexes with(1)	1
Gag-Pol	9631	complexes with(1)	1
Gag-Pol	9775	complexes with(1)	1
Gag-Pol	9782	complexes with(1)	1
Gag-Pol	9791	complexes with(1)	1
Gag-Pol	10075	interacts with(1)	1
Gag-Pol	10093	complexes with(1)	1
Gag-Pol	10128	complexes with(1)	1
Gag-Pol	10155	complexes with(1)	1
Gag-Pol	10189	complexes with(1)	1
Gag-Pol	10236	complexes with(1)	1
Gag-Pol	10262	complexes with(1)	1
Gag-Pol	10399	complexes with(1)	1
Gag-Pol	10423	complexes with(1)	1
Gag-Pol	10492	complexes with(1)	1
Gag-Pol	10514	complexes with(1)	1
Gag-Pol	10521	complexes with(1)	1
Gag-Pol	10527	complexes with(1)	1
Gag-Pol	10575	complexes with(1)	1
Gag-Pol	10576	complexes with(1)	1
Gag-Pol	10594	complexes with(1)	1
Gag-Pol	10642	complexes with(1)	1
Gag-Pol	10643	complexes with(1)	1
Gag-Pol	10670	complexes with(1)	1
Gag-Pol	10772	complexes with(1)	1
Gag-Pol	10890	complexes with(1)	1
Gag-Pol	10949	complexes with(1)	1
Gag-Pol	10992	complexes with(1)	1
Gag-Pol	11051	complexes with(1)	1
Gag-Pol	11103	complexes with(1)	1
Gag-Pol	11331	complexes with(1)	1
Gag-Pol	22818	complexes with(1)	1
Gag-Pol	22907	complexes with(1)	1
Gag-Pol	23020	complexes with(1)	1
Gag-Pol	23435	complexes with(1)	1
Gag-Pol	23451	complexes with(1)	1
Gag-Pol	26986	complexes with(1)	1
Gag-Pol	27316	complexes with(1)	1
Gag-Pol	29894	complexes with(1)	1
Gag-Pol	29927	complexes with(1)	1
Gag-Pol	51495	complexes with(1)	1
Gag-Pol	51520	complexes with(1)	1
Gag-Pol	51631	complexes with(1)	1
Gag-Pol	51663	complexes with(1)	1
Gag-Pol	55037	complexes with(1)	1
Gag-Pol	55379	complexes with(1)	1
Gag-Pol	55660	complexes with(1)	1
Gag-Pol	55661	complexes with(1)	1
Gag-Pol	55922	complexes with(1)	1
Gag-Pol	56254	complexes with(1)	1
Gag-Pol	57187	complexes with(1)	1
Gag-Pol	58477	complexes with(1)	1
Gag-Pol	65109	complexes with(1)	1
Gag-Pol	79869	complexes with(1)	1
Gag-Pol	81608	complexes with(1)	1
Gag-Pol	94081	complexes with(1)	1
Gag-Pol	125950	complexes with(1)	1
Gag-Pol	220988	complexes with(1)	1
integrase	250	interacts with(1)	1
integrase	355	interacts with(1)	1
integrase	545	interacts with(1)	1
integrase	689	binds(1)	1
integrase	1026	complexes with(1)	1
integrase	1159	interacts with(1)	1
integrase	1387	interacts with(1)	1
integrase	1427	interacts with(1)	1
integrase	1434	binds(1)	1
integrase	1471	interacts with(1)	1
integrase	1656	interacts with(1)	1
integrase	1832	interacts with(1)	1
integrase	1937	interacts with(1)	1
integrase	2010	interacts with(1)	1
integrase	3151	binds(1)	1
integrase	3181	binds(1)	1
integrase	3336	interacts with(1)	1
integrase	3553	interacts with(1)	1
integrase	3574	interacts with(1)	1
integrase	3842	binds(1)	1
integrase	3843	binds(1)	1
integrase	3925	binds(1)	1
integrase	4175	interacts with(1)	1
integrase	4297	binds(1)	1
integrase	4600	interacts with(1)	1
integrase	4670	interacts with(1)	1
integrase	5019	interacts with(1)	1
integrase	5105	binds(1)	1
integrase	5243	interacts with(1)	1
integrase	5351	interacts with(1)	1
integrase	5352	interacts with(1)	1
integrase	5371	interacts with(1)	1
integrase	5594	interacts with(1)	1
integrase	5599	phosphorylated by(1)	1
integrase	5903	interacts with(1)	1
integrase	6612	sumoylated by(1)	1
integrase	6777	interacts with(1)	1
integrase	7109	interacts with(1)	1
integrase	7277	interacts with(1)	1
integrase	7278	interacts with(1)	1
integrase	7317	interacts with(1)	1
integrase	7322	interacts with(1)	1
integrase	7329	interacts with(1)	1
integrase	7374	binds(1)	1
integrase	7411	binds(1)	1
integrase	7528	binds(1)	1
integrase	7529	interacts with(1)	1
integrase	7531	interacts with(1)	1
integrase	7532	interacts with(1)	1
integrase	7534	interacts with(1)	1
integrase	7846	interacts with(1)	1
integrase	7903	interacts with(1)	1
integrase	7994	acetylated by(1)	1
integrase	8502	interacts with(1)	1
integrase	8667	binds(1)	1
integrase	8801	interacts with(1)	1
integrase	9349	binds(1)	1
integrase	9391	interacts with(1)	1
integrase	9601	interacts with(1)	1
integrase	9793	interacts with(1)	1
integrase	9967	binds(1)	1
integrase	10048	binds(1)	1
integrase	10075	interacts with(1)	1
integrase	10128	associates with(1)	1
integrase	10155	interacts with(1)	1
integrase	10376	interacts with(1)	1
integrase	10390	interacts with(1)	1
integrase	10527	binds(1)	1
integrase	10575	binds(1)	1
integrase	10673	interacts with(1)	1
integrase	10738	interacts with(1)	1
integrase	11100	interacts with(1)	1
integrase	11143	acetylated by(1)	1
integrase	22806	interacts with(1)	1
integrase	22920	binds(1)	1
integrase	23066	interacts with(1)	1
integrase	23126	binds(1)	1
integrase	23522	acetylated by(1)	1
integrase	23633	binds(1)	1
integrase	23636	binds(1)	1
integrase	26005	interacts with(1)	1
integrase	26953	interacts with(1)	1
integrase	29890	interacts with(1)	1
integrase	51020	interacts with(1)	1
integrase	51567	interacts with(1)	1
integrase	51647	interacts with(1)	1
integrase	51807	interacts with(1)	1
integrase	55127	interacts with(1)	1
integrase	55677	binds(1)	1
integrase	55898	interacts with(1)	1
integrase	56852	interacts with(1)	1
integrase	57496	interacts with(1)	1
integrase	60468	interacts with(1)	1
integrase	79711	interacts with(1)	1
integrase	79932	interacts with(1)	1
integrase	80336	interacts with(1)	1
integrase	80349	interacts with(1)	1
integrase	81573	interacts with(1)	1
integrase	84148	acetylated by(1)	1
integrase	84790	interacts with(1)	1
integrase	90416	binds(1)	1
integrase	112714	interacts with(1)	1
integrase	113457	interacts with(1)	1
integrase	114548	interacts with(1)	1
integrase	127124	interacts with(1)	1
integrase	148867	interacts with(1)	1
integrase	150280	interacts with(1)	1
integrase	161835	interacts with(1)	1
integrase	200316	interacts with(1)	1
integrase	219743	interacts with(1)	1
integrase	253980	interacts with(1)	1
integrase	440275	binds(1)	1
integrase	548596	interacts with(1)	1
matrix	59	interacts with(1)	1
matrix	60	interacts with(1)	1
matrix	70	interacts with(1)	1
matrix	71	interacts with(1)	1
matrix	72	interacts with(1)	1
matrix	207	interacts with(1)	1
matrix	966	interacts with(1)	1
matrix	1457	phosphorylated by(1)	1
matrix	1459	phosphorylated by(1)	1
matrix	1460	phosphorylated by(1)	1
matrix	1615	interacts with(1)	1
matrix	2058	interacts with(1)	1
matrix	2353	interacts with(1)	1
matrix	2547	interacts with(1)	1
matrix	3105	interacts with(1)	1
matrix	3106	interacts with(1)	1
matrix	3159	associates with(1)	1
matrix	3376	interacts with(1)	1
matrix	3383	interacts with(1)	1
matrix	3458	binds(1)	1
matrix	3576	binds(1)	1
matrix	3726	interacts with(1)	1
matrix	3735	interacts with(1)	1
matrix	4141	interacts with(1)	1
matrix	4691	fractionates with(1)	1
matrix	4904	interacts with(1)	1
matrix	5062	phosphorylated by(1)	1
matrix	5566	phosphorylated by(1)	1
matrix	5567	phosphorylated by(1)	1
matrix	5568	phosphorylated by(1)	1
matrix	5571	phosphorylated by(1)	1
matrix	5573	phosphorylated by(1)	1
matrix	5575	phosphorylated by(1)	1
matrix	5576	phosphorylated by(1)	1
matrix	5577	phosphorylated by(1)	1
matrix	5578	phosphorylated by(1)	1
matrix	5579	phosphorylated by(1)	1
matrix	5580	phosphorylated by(1)	1
matrix	5581	phosphorylated by(1)	1
matrix	5582	phosphorylated by(1)	1
matrix	5583	phosphorylated by(1)	1
matrix	5584	phosphorylated by(1)	1
matrix	5588	phosphorylated by(1)	1
matrix	5590	phosphorylated by(1)	1
matrix	5829	interacts with(1)	1
matrix	5859	interacts with(1)	1
matrix	5917	interacts with(1)	1
matrix	6363	interacts with(1)	1
matrix	6383	interacts with(1)	1
matrix	6386	interacts with(1)	1
matrix	6711	associates with(1)	1
matrix	6774	interacts with(1)	1
matrix	6897	interacts with(1)	1
matrix	7018	associates with(1)	1
matrix	7094	interacts with(1)	1
matrix	7096	binds(1)	1
matrix	7314	ubiquitinated by(1)	1
matrix	7316	ubiquitinated by(1)	1
matrix	7414	interacts with(1)	1
matrix	7430	interacts with(1)	1
matrix	7520	interacts with(1)	1
matrix	7965	interacts with(1)	1
matrix	8651	binds(1)	1
matrix	9221	interacts with(1)	1
matrix	9255	interacts with(1)	1
matrix	9397	myristoylated by(1)	1
matrix	9521	interacts with(1)	1
matrix	9669	binds(1)	1
matrix	10128	associates with(1)	1
matrix	10204	complexes with(1)	1
matrix	10318	binds(1)	1
matrix	10410	associates with(1)	1
matrix	10537	ubiquitinated by(1)	1
matrix	10806	interacts with(1)	1
matrix	10856	interacts with(1)	1
matrix	26088	interacts with(1)	1
matrix	27246	interacts with(1)	1
matrix	27350	interacts with(1)	1
matrix	51091	interacts with(1)	1
matrix	51422	phosphorylated by(1)	1
matrix	51520	interacts with(1)	1
matrix	79731	interacts with(1)	1
matrix	83660	interacts with(1)	1
matrix	83987	interacts with(1)	1
matrix	84717	interacts with(1)	1
matrix	118987	binds(1)	1
Nef	43	interacts with(1)	1
Nef	47	complexes with(1)	1
Nef	58	interacts with(1)	1
Nef	71	associates with(1)	1
Nef	102	associates with(1)	1
Nef	103	complexes with(1)	1
Nef	292	complexes with(1)	1
Nef	378	complexes with(1)	1
Nef	381	complexes with(1)	1
Nef	382	complexes with(1)	1
Nef	400	complexes with(1)	1
Nef	476	complexes with(1)	1
Nef	498	complexes with(1)	1
Nef	509	complexes with(1)	1
Nef	539	complexes with(1)	1
Nef	660	interacts with(1)	1
Nef	695	interacts with(1)	1
Nef	790	complexes with(1)	1
Nef	857	interacts with(1)	1
Nef	871	complexes with(1)	1
Nef	909	interacts with(1)	1
Nef	915	interacts with(1)	1
Nef	921	interacts with(1)	1
Nef	975	interacts with(1)	1
Nef	988	complexes with(1)	1
Nef	998	interacts with(1)	1
Nef	1029	interacts with(1)	1
Nef	1050	interacts with(1)	1
Nef	1054	interacts with(1)	1
Nef	1123	interacts with(1)	1
Nef	1176	complexes with(1)	1
Nef	1314	complexes with(1)	1
Nef	1386	interacts with(1)	1
Nef	1432	interacts with(1)	1
Nef	1436	deglycosylates(1)	1
Nef	1437	interacts with(1)	1
Nef	1535	associates with(1)	1
Nef	1615	complexes with(1)	1
Nef	1650	complexes with(1)	1
Nef	1653	complexes with(1)	1
Nef	1654	complexes with(1)	1
Nef	1655	complexes with(1)	1
Nef	1660	complexes with(1)	1
Nef	1665	complexes with(1)	1
Nef	1717	complexes with(1)	1
Nef	1794	interacts with(1)	1
Nef	1973	complexes with(1)	1
Nef	1994	complexes with(1)	1
Nef	2023	complexes with(1)	1
Nef	2058	complexes with(1)	1
Nef	2109	complexes with(1)	1
Nef	2181	complexes with(1)	1
Nef	2194	complexes with(1)	1
Nef	2316	complexes with(1)	1
Nef	2317	interacts with(1)	1
Nef	2353	interacts with(1)	1
Nef	2597	complexes with(1)	1
Nef	2623	binds(1)	1
Nef	2625	binds(1)	1
Nef	2771	interacts with(1)	1
Nef	2775	binds(1)	1
Nef	2823	interacts with(1)	1
Nef	2824	interacts with(1)	1
Nef	2833	interacts with(1)	1
Nef	3122	binds(1)	1
Nef	3125	binds(1)	1
Nef	3126	binds(1)	1
Nef	3127	binds(1)	1
Nef	3162	interacts with(1)	1
Nef	3178	complexes with(1)	1
Nef	3181	complexes with(1)	1
Nef	3182	complexes with(1)	1
Nef	3183	complexes with(1)	1
Nef	3184	complexes with(1)	1
Nef	3185	complexes with(1)	1
Nef	3187	complexes with(1)	1
Nef	3188	complexes with(1)	1
Nef	3189	complexes with(1)	1
Nef	3192	complexes with(1)	1
Nef	3295	complexes with(1)	1
Nef	3297	interacts with(1)	1
Nef	3305	complexes with(1)	1
Nef	3306	interacts with(1)	1
Nef	3308	interacts with(1)	1
Nef	3310	interacts with(1)	1
Nef	3376	complexes with(1)	1
Nef	3383	interacts with(1)	1
Nef	3419	complexes with(1)	1
Nef	3553	interacts with(1)	1
Nef	3558	interacts with(1)	1
Nef	3600	interacts with(1)	1
Nef	3608	complexes with(1)	1
Nef	3609	complexes with(1)	1
Nef	3646	complexes with(1)	1
Nef	3683	interacts with(1)	1
Nef	3684	interacts with(1)	1
